text,spam
"Subject: = ? iso - 8859 - 1 ? q ? clausura _ curso _ ni = dlos _ y _ adolescentes . ? =  5 de julio 2005  lic monica ramos rodriguez .  jefa de noticias de tv 9 canal de oaxaca  la television de los oaxaque?os .  estimada licenciada :  reciba un cordial saludo y al mismo tiempo mi solicitud para que un reportero y un camarografo nos haga el favor de tomar la rese?a de la clauura del curso de "" prevencion de adicciones "" para menores oaxaque?os .  que se imparti? del 4 al 8 de julio del 2005 de 10 : 00 al 4 : 00 horas en coordinacion con el centro de integracion juvenil a . c . de oaxaca .  este curso cont? con la participacion de ni?os oaxaque?os en edad de primaria , la instructora fue la lic en trabajo social victoria ortega .  dicha clausura se realizar? en el cij ubicado en marcos perez 111 a las 14 horas , con la entrega de las constancias de participacion por parte del cij y telefonos de mexico s . a . de c . v .  mucho le agradecer? nos d? su amable confirmacion por este medio .  reciba un cordial saludo .  lae . ada beatriz lopez y lopez  h colegio militar 1013  col reforma oaxaca  oax  c . p . 68050  ahora infinitum te da doble de velocidad , mismo precio . baja fotos , m?sica , videos y todo lo que quieras al doble de velocidad desde $ 349 al mes  m?s i . v . a .  ? qu? esperas ?  acel?rate al doble y con?ctate http : / / www . hits . telmex . com / app / ad _ mgr / ad _ mgrn . jsp ? ad = 371  as?m @ te a telmex . com http : / / www . hits . telmex . com / app / ad _ mgr / ad _ mgrn . jsp ? ad = 195  confidentiality notice : this e - mail message including attachments , if any , is intended only for the person or entity to which it is addressed and  may contain confidential and / or privileged material . any review , use , disclosure or distribution of such confidential information without the written  authorization of tel?fonos de m?xico is prohibited . if you are not the intended recipient , please contact the sender by reply e - mail and destroy all copies  of the original message . by receiving this e - mail you acknowledge that any breach by you and / or your representatives of the above provisions may  entitle tel?fonos de m?xico to seek for damages .  aviso de confidencialidad : este correo electr?nico , incluyendo en su caso , los archivos adjuntos al mismo , pueden contener informaci?n de  car?cter confidencial y / o privilegiada , y se env?an a la atenci?n ?nica y exclusivamente de la persona y / o entidad a quien va dirigido . la copia ,  revisi?n , uso , revelaci?n y / o distribuci?n de dicha informaci?n confidencial sin la autorizaci?n por escrito de tel?fonos de m?xico est? prohibida . si  usted no es el destinatario a quien se dirige el presente correo , favor de contactar al remitente respondiendo al presente correo y eliminar el correo  original incluyendo sus archivos , as? como cualesquiera copia del mismo . mediante la recepci?n del presente correo usted reconoce y acepta que en  caso de incumplimiento de su parte y / o de sus representantes a los t?rminos antes mencionados , tel?fonos de m?xico tendr? derecho a los da?os y  perjuicios que esto le cause .",1
"Subject: new timesheet procedures  hello everyone :  just when you get used to something it changes !  as you may have heard , enron is implementing a new time entry system as part  of the july 1 sap implementation . time entry for the june 16 th - 30 th period  must be entered into sap by 3 : 00 pm cst on june 30 th . as your timekeeper , i  will assist with this process and ensure that we meet this very important  deadline .  i will continue to do the time sheets for the 19 th floor and for osman and  samer .  sam smith and / or kevin moore will be responsible for the timesheets for the  weather group on the 32 nd floor .  time can be entered in sap in two ways :  ? you can enter your time yourself using the new ehronline feature ; or ,  ? timekeepers can enter time on your behalf .  if you are unsure as to which approach you should use , please call me .  please remember that all time for this period must be submitted before 3 : 00  pm cst , on june 30 th .  for those of you using ehronline :  first of all , congratulations on taking this next step toward enron  , s vision  of empowering the employee . by using the new ehronline feature , you are  helping enron to realize the value in this sap implementation . hopefully ,  you too , will receive value from having instant access to your personal  information .  the new ehronline functionality is :  ? easy to use  ? accessible through the enron intranet at ehronline . enron . com  using this feature , you can not only enter your own time , but also maintain :  ? your profile information ( skills , education , and experience )  ? home address  ? phone numbers  ? w - 4 changes  ? emergency contact information  additionally , you will be able to view your individual pay advice and benefit  elections .  you will receive your personal id and password via e - mail from sap _ security  by june 22 nd . because of the confidentiality of the information accessible  using ehronline , it is important that you keep your id and password  confidential . if you do not receive your information by the end of the day  on june 22 nd , please call the coe at ( 713 ) 345 - 4 sap to obtain your id and  password .  the apollo & beyond team has teamed with ebs to deliver training on how to  enter time using ehronline via ebs  , new product enroncast . this tool is  available to you on your desktop . you can access enroncast at  www . enroncast . com and follow the instructions .  step by step guides - http : / / sap . enron . com / coe  ? enter time via ehronline ( employee ) step by step procedure  ? correct time via ehronline ( employee ) step by step procedure  ? enter time via ehronline ( non - employee contractor ) step by step procedure  ? correct time via ehronline ( non - employee contractor ) step by step procedure ]  for those of you who need me to enter your time :  attached is a manual time entry form that i must have completed and returned  by june 28 th . please estimate the last two days of the period as accurately  as possible . if necessary , i can make corrections on the next time entry  period . if you do not want to use this form , i will have hard copies at my  desk and will be glad to help you fill them  out . i know this is creating more work for everyone , but what can i say ?  where can you get help ?  i am here to help you with the new coding necessary on your timesheet . also ,  if you do not know which absence or attendance type you should use , please  come see me or give me a call .  if you have other questions or are experiencing problems , you can also get  help from any of the following places :  center of expertise ( coe )  the center of expertise can help answer many of your questions and provide  you with assistance if you are experiencing problems . the coe is available  24 hours a day from monday at 7 : 00 am cst through friday at 7 : 00 pm cst . you  can contact the coe at ( 713 ) 345 - 4 sap .  dedicated support personnel  during the time period right after the initial  & go live  8 the project team has  dedicated additional resources to help support you . these resources can be  contacted at :  marla hernandez at x 39763 for now and after 6 / 22 at x 31645 at workstation #  eb 3661 b  mark timmons at 57919 for now , pager number 888 - 620 - 3896 , at workstation #  eb 3667 a  regards ,  shirley  3 - 5290",0
"Subject: fyi : forward  hi vince ,  the following is what i wrote to molly as she prepares the contract for me to  work with enron .  i thank you for allowing me to work with enron and will do all that i can to  make you happy with my candiates and performance .  thank you for you support vince .  will check in soon ,  jeff  sorry about the mix - up on the email molly .  i hope you get this one .  as most good corporations like enron have predefined contractual arrangements  to do executive search business i will be happy to abide by your terms and  rules .  and to be quite honest - enron is about the "" best it gets "" so , i prefer to not  draft a contract this time or for this relationship - i will wait for yours to  be signed by me . the only stipulation i request of you is that upon  contractual performance , enron accounts payable please wire my funds to my  account as i have a multi - currency account denominated in usd / canadian or  british pounds ( which ever fits you as i may need to pay my counterparts in  the uk ) . . . other than that i have no perplexities .  i will send you my wire instructions later , either my bank in california or  in bermuda .  as i live in california and do contingency search , i must go off of my  client ' s "" good word "" on occasion and luckily haven ' t had any problems so  far . . . i always honor california verbal contract law - if i do not draft .  i think you fee payment of 20 % is generous and the industry standard of 30  day guarantee on replacement is fair . obviously there is no deposit on any  contingency and if there is a definite urgent need for a position to be  filled only then will i ask your help for a minor deposit to aid in my  overhead to shift all my resources to search on behalf on enron .  as enron has the in - house power to probably not need this service then  obviously a deposit will not be required .  if you wish me to send my standard agreement then i will , but you have made  yourself perfectly clear by phone what you are willing to do . i therefore  will be happy to receive you contract and follow your instructions .  i thank you and vince for allowing me to work with enron and pledge to you my  best work and candidates utilizing my network of contacts .  i am very excited about our new relationship and hope to give you my very  best service .  thank you very much for this opportunity molly , please send my your contract  so , that i may sign it and send it right back to you immediately . i am  looking forward to working with vince and you .  thank you again ,  jeff wesley  ps - i can utilize to resources of management recruiters international usa and  robert walters of the uk to aid in my service to you .  best regards ,  jeff wesley  * get free , secure online email at http : / / www . ziplip . com / *  - private 9498132241 original . doc  - statement 9498132241 origina . doc",0
"Subject: re : seeking intelligent insight  please . my only risk is potnetial embarrassment .  thanks ,  mark  vince j kaminski  08 / 22 / 2000 02 : 47 pm  to : mark lay / hou / ect @ ect  cc :  subject : re : seeking intelligent insight  mark ,  i fully agree with you regarding general trends . i see great progress in  software  applications that facilitate the process and make it almost painless to the  end - user .  with you permission , i can show the material you sent me to my son , who  studies  computer science , and ask him for his view .  vince",0
"Subject: the answer ! ! !  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 08 / 09 / 2000  03 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  nathan mantua on 08 / 09 / 2000 03 : 21 : 37 pm  to : mike a roberts / hou / ect @ ect  cc :  subject : re : pdo  i ' m not sure what to think , other than we really don ' t have a  credible way to determine what will happen with the pdo . one factor  that provides insight into the climate outlook for the next few months  and next few seasons is the expected changes with enso ( for which  there is some demonstrated skill in forecasting ) . the latest  observations show trends to near - normal enso conditions , with  some indication that ocean temperatures will likely be a bit  warmer than normal in the tropics . if this is true , i ' d expect a slight  bias toward el nino - like climate over north america , which would  tend to go against the continuation of cold phase pdo conditions .  best wishes ,  nate mantua  mrobert @ ect . enron . com wrote :  > hi  >  > are you thinking we are moving into a cold phase pdo now ? ?  >  > thanks  >  > mike roberts  - -  ~ ~ ~ ~ ~ ~ ~ ~ ~ ? nathan mantua email : mantua @ atmos . washington . edu ? ( 206 ) 616 - 5347 fax : ( 206 ) 616 - 5775 ? ? dept of atmospheric sciences , jisao ? university of washington ? box 354235 ? seattle wa 98195 - 4235 ? ? http : / / www . atmos . washington . edu / ~ mantua ? ~ ~ ~ ~ ~ ~ ~ ~ ~  - attl . htm",0
"Subject: re : informs abstract ( fwd )  - - - - - - - - - - forwarded message - - - - - - - - - -  date : sun , 1 oct 2000 14 : 29 : 20 - 0400 ( edt )  from : shijie deng  to : vkaminski @ aol . com  cc : shijie deng  subject : re : informs abstract  vince ,  thanks for the abstract ! for the purpose of the conference program  listing , the conference organizers need a title and an abstract which is  longer than 50 words . based on the abstract that you sent me , i took the  liberty to make up a title and the 50 - word abstract ( attached below ) .  please make changes as you feel necessary and send them back to me . i ' ll  send them out to the organizers once i get your confirmation on this .  best ,  shijie  title : current challenges in modeling power price volatility  author : dr . vince kaminski , head of quantitative research , enron capital &  trade resources  abstract :  the power market developments in the us have created several unique  challenges for energy industry economists . we discuss the major factors  underlying  the exceptionally high volatility of electricity prices . we feel that some of  them may be a necessary price to pay for increased market efficiency and  expanded customer choice .  shi - jie deng  assistant professor  school of isye  georgia institute of technology  office phone : ( 404 ) 894 - 6519  e - mail : deng @ isye . gatech . edu  home page : http : / / www . isye . gatech . edu / ~ deng  on sun , 1 oct 2000 vkaminski @ aol . com wrote :  > shijie ,  >  > i am sending you the abstract for my informs presentation .  >  > vince  >  >  > * * * * *  >  >  > the last three years were characterized by exceptionally high volatility of  > the power prices in the us markets . the market developments have created a  > number of unique challenges for energy industry economists . one immediate  > question we have to answer is how to measure volatility of energy prices .  > although we can all agree that the prices in the power markets are  > characterized by high variability , the traditional measures used in  financial  > economics ( annualized standard deviation of log price returns ) may not fit  > well electricity prices . the second challenge is to explain the sources of  > high price volatility and to answer the question to what extent it can be  > attributed to problems that can be addressed in the long run . such problems  > include flaws in market design that allow some market participants to abuse  > market power , limited availability and / or unequal access to transmission ,  > temporary shortages of generation capacity . some factors underlying high  > volatility of electricity prices may be of permanent nature and may be a  > necessary price to pay for increased market efficiency and expanded customer  > choice .  >",0
Subject: we have been rated as # 1 one - stop - shop internet pharmacy .  get prescription medicine for less !  religions change ; beer and wine remain .  you cannot keep a man down without staying down with him .  the sands are number ' d that make up my life .,1
"Subject: uc - berkeley graduate student  ashley ,  this is one resume i got today . i think that it makes sense to invite him  for an interview directly with my group . he does not qualify as an analyst  candidate .  what do you think ?  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 24 / 2000  04 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  rajnish kamat on 10 / 23 / 2000 07 : 55 : 31 pm  to : vkamins @ enron . com  cc :  subject : uc - berkeley graduate student  dr . vincent kaminski  managing director and head of research  enron corp .  dear dr . kaminski ,  it was a pleasure talking with you and attending your talk today .  i am a graduate student in industrial engg . and operations  research working with prof . shmuel oren  on topics in financial instrument pricing and design of  contracts in deregulated electricity markets . i am also  doing research in auction models and computable equilibrium  models with applications in electricity market design .  i am planning to graduate with a ph . d . in may 2001 and would  appreciate hearing about any opportunities in your group at enron .  i am attaching at copy of my resume ( file : cvrkamat . doc ) for your perusal .  thanking you ,  sincerely ,  rajnish kamat  graduate student  ieor , uc - berkeley  4135 , etcheverry hall  dept . of industrial engineering and operations research  university of california at berkeley  berkeley , ca , 94710  - cvrkamat . doc",0
"Subject: new documents  vince ,  here ' s the latest set of interview notes as well as the latest "" version "" of  the paper . i will be working more this afternoon ( if i can ) and send an  updated version .  talk to you later tomorrow or friday .  john  - enron transformation paperl 2 _ 17 _ 00 . doc  - . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0
"Subject: factor loadings  fyi . . jeff  - - - - - - - - - - - - - - - - - - - - - - forwarded by jeffrey a shankman / hou / ect on 06 / 22 / 2000  07 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : ted murphy  06 / 21 / 2000 05 : 43 pm  to : rick buy , john j lavorato / corp / enron @ enron , jeffrey a  shankman / hou / ect @ ect , mark frevert / na / enron @ enron  cc :  subject : factor loadings  i hope that the following clears up some of the confusion regarding the  above - captioned process .  factor loadings are an input to value - at - risk ( var ) . generally , you can  consider them the determinants of relationships between curves , and points on  curves based on trader inputs . these pertain to all curves not just north  american natural gas . there is a specific program which calculates these  relationships which requires a considerable amount of processing time ( 3  hours per run ) as well as another few man - days to evaluate the results .  there is no "" ideal "" or recommended period in which these must be updated .  more frequent is "" better "" . given the amount of time it takes to refresh , it  was "" agreed "" a long time ago amongst rac , research , it and operations that  it would be done every 2 weeks . no commercial input was received . the roles  were to be simple as they are with most roles in and around var and other  risk management controls :  research specifies the math  it codes the program  operations runs the program  rac evaluates the results  the process has been run every two weeks on the second thursday of every  month since february ( as it had been prior ) and rac has rejected the results  because the results did not reflect the underlying math because of the  complexity of the math and the continuing addition of new products and  curves . this created the need to recode the application from scratch . rac  continued to agitate to get this done , particularly knowing that the pressure  on the efficacy of var would be questioned as we went into the volatile  period of 2000 ( e - mails from rudi zipter available upon request ) . the new  code was implemented last thursday and the results were accepted resulting in  an approximate 10 % difference in var .  rac had requested that the code be re - written on 6 / 10 / 99 @ 7 : 44 am with a  target completion date of 8 / 2 / 99 . this was discussed and accepted by  phillipe bibi on 6 / 17 / 99 in a meeting in his conference room with rick buy ,  dan bruce , jonathon le , ted murphy , bill bradford , debbie brackett and rudi  zipter along with the rest of our task list .  we have resolved that the process will continue as stated and will  communicate to you the results .  there are dozens of other processes that are important to the calculation and  interpretation of var that need to be implemented , enhanced , improved or  rewritten altogether . for example , the jump - diffusion factors for north  american power have not been refreshed in 2000 . the prioirty is dependent on  the level of precision required .  i will provide a comprehensive list of those processes in due course .  ted",0
"Subject: marking chairs  hello all :  unfortunately , in the last two weeks we have had two of our research "" chairs ""  disappear from their location . we have reported this to security , but in all  likelihood they will be almost impossible to locate .  facilities has told us that they are not responsible for missing chairs and we  will have to order new ones . since they are very expensive , we have  decided to "" mark "" our chairs underneath the seat with a location or name .  sam is going to order some "" silver or white "" markers and we will begin  marking  each chair .  it is a shame we have to do this , but know of no other alternative . we will  let you  know when this will take place .  thanks !  shirley",0
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professionai edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter lx  $ 80 adobe liiustrator cs  $ 80 adobe lndesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cool 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professional  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  bernardina ",1
"Subject: thank you .  i would like to take this brief opportunity to thank you all for inviting me  to visit enron . ? the day was extremely interesting and educational for me and  i was extremely impressed by the people and environment enron had to offer .  i look forward to speaking with you about this opportunity in the near  future .  sincerely ,  michael gorman  michael f . gorman , ph . d .  ( w ) 817 352 - 2396  ( c ) 817 296 - 3273  ( f ) ? 817 352 - 6300",0
"Subject: re : move computer from the research group 19 th floor to the 44 th  floor  shirley -  i spoke with janelle duree ( manager - move team ) , she is investigating the  mystery of the missing phone and will call me back with status - if you can  take care of the pc , i think we look good on the phone . i also spoke with  paul racicot to make sure we are all of the same mind and he is set as well .  p  shirley crenshaw @ ect  06 / 15 / 00 02 : 06 pm  to : emmanuel mangin / corp / enron @ enron  cc : clayton vernon / corp / enron @ enron , paula corey / enron communications @ enron  communications , vince j kaminski / hou / ect @ ect  subject : move computer from the research group 19 th floor to the 44 th floor  hi emmanuel :  we need a computer installed on the 44 th floor tomorrow , if at all possible .  we have a new summer intern coming on monday the 19 th and the  computer and everything else has disappeared from his desk .  the location is eb 4444 b .  the computer we are moving is clayton vernon ' s old computer . he is  finishing up moving his files to his new computer as i am writing this .  please call me in the morning and we will talk further .  thanks !  shirley crenshaw  3 - 5290",0
"Subject: high frequency market data analysis  stinson ,  we are going to update you and vince the progress of the eol george project .  friday , 9 : 30 am - 10 : 00 am in eb 1938 .  bob ,  we may get some other ideas from the following book , take a look to see if it  is worth to buy one .  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  risk executive reports ? ?  ? high - frequency financial market data  sources , applications and market microstructure  by dr owain ap gwilym and professor charles sutcliffe , school of management ,  university of southampton , uk  a high - quality , non - technical resource on an increasingly invaluable topic  for all users of high - frequency data .  10 sections cover the many aspects of high - frequency data by covering a broad  set of information ranging from data suppliers to detailed research angles  topics covered include : managing hfd ; arbitrage opportunities ; intra - day  seasonalities ; regulation ; market efficiency and market making .  format  price  report  ol 75 / us $ 280  a 4 , 162 pp  published : august 1999  review | table of contents | order now in o | order now in $  for other titles of interest please click here :  risk executive reports  send this page to a colleague  high - frequency financial market data  contents  1 . introduction and overview  overview and background  the motivation and demand for high - frequency data  the uses of high - frequency data  structure of this report  2 . sources and types of high - frequency data  types of data  data supplied by exchanges  panel 2 . 1 ( by paul macgregor , liffe ) - the sourcing and preparation of liffe  tick data  specialist data providers  real - time data providers  summary  3 . managing and exploiting high - frequency data  panel 3 . 1 - illustrative high - frequency data  data storage , filtering and cleaning  the treatment of time  panel 3 . 2 - olsen filtering system  constructing continuous series  key considerations in manipulating high - frequency data  modelling issues  summary of chapter  4 . arbitrage opportunities in equity markets  what is arbitrage ?  empirical studies of arbitrage opportunities  arbitrage in equity markets  individual arbitrage trades  5 . intra - day seasonalities  intra - day patterns in returns  intra - day patterns in volume  intra - day patterns in volatility  intra - day patterns in the bid - ask spread  intra - day patterns in the autocorrelation of returns  intra - day patterns in hedge ratios  other intra - day patterns  effects of news announcements on intra - day patterns  the turn - of - the - year effect and high - frequency data  conclusions  6 . links between markets  leads and lags in prices between different types of market based on the same  asset  the 1987 stock market crash  leads and lags in price volatility  links between geographically separated markets  rival markets  7 . destabilisation of markets  relative volatility  programme trading and volatility  price movements at expiration  conclusions  8 . regulations governing the markets  regulation of dual capacity  circuit breakers  restrictions on short selling  taxes on transactions  tick size and price clustering  delayed publication of trades  conclusions  9 . market efficiency  weak - form efficiency  semi - strong - form efficiency  conclusions  10 . market makingrevision of prices  other aspects of financial markets  determinants of the bid - ask spread  block trades  conclusions  11 . conclusion and future developments  references  ? ? ?",0
"Subject: re : nj alliance  michael lassle is in charge of our lighting best - practices . he is the person  mr . eaton should contact . michael is in houston and his number is  ( 713 ) 853 - 5023 .  osman  vince j kaminski @ ect  02 / 17 / 2000 07 : 55 am  to : "" william eaton ""  cc : osman sezgen / hou / ees @ ees  subject : re : nj alliance  bill ,  i forwarded your message to my associate , osman sezgen , who supports our  energy services group . he will e - mail you the name of a contact at  enron .  vince kaminski  "" william eaton "" on 02 / 16 / 2000 08 : 25 : 02 pm  to : shelm @ globalcloud . net  cc : steing @ conedsolutions . com , robert . blake @ conectiv . com ,  marianne . abdul @ conectiv . com , bekmank @ conedenergy . com , david l  fairley / hou / ect @ ect , robinsonm @ conedenergy . com , nwilson @ delmarva . com ,  hudsonw @ detroitedison . com , cndavis @ duke - energy . com ,  hbburnham @ duke - energy . com , jhickman @ duke - energy . com ,  paul . skurdahl @ engageenergy . com , james mackey / hou / ect @ ect , vince j  kaminski / hou / ect @ ect , mrollhei @ enron . com , hnmorris @ metromediaenergy . com ,  npalmer @ execpc . com , chibbard @ noresco . com , mhuang @ usgen . com ,  bshay @ powerdirect . com , cmidura @ pseg . com , ghallam @ energy . twc . com  subject : nj alliance  aesp members and utility affiliates ,  we are looking for a good fit with one of the utilities intent on doing  business in the nj , ct , pa , ny territory . our qualifications and company  profile may be previewed at our web site , www . lightsourceonline . com . email  contact information in response to this message .  thanks ,  bill eaton  - attl . htm",0
"Subject: jump start desire in both men and women 7893 vbvfl - 278 zkcc 8 - 17  spring blow out sale  great sex in the bottle  for men & women  guaranteed to restore the urge !  and enhance the pleasure and health !  two for price of one  exclude yourself , johnl 95615221 @ yahoo . com ",1
"Subject: re : calpx power prices  ? ? ?  - - - - - - - - - - - - - - - - - - - - - - forwarded by jason sokolov / hou / ect on 01 / 29 / 2001 03 : 52  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : maria van houten 01 / 29 / 2001 11 : 35 am  to : jason sokolov / hou / ect @ ect  cc :  subject : re : calpx power prices  jason ,  are you looking for calpx hour ahead umcp or calpx hour ahead zone prices ?  we have hour ahead zone price data from 10 / 1 / 98 - current and hour ahead umcp  from 11 / 6 / 2000 onward .  maria v . h .  from : jason sokolov 01 / 26 / 2001 09 : 17 am  to : maria van houten / pdx / ect @ ect  cc :  subject : calpx power prices  maria ,  i am looking for historical hourly real - time ( spot ) power prices for calpx .  can you help me to locate them ?  jason sokolov",0
"Subject: enron , india database  sandeep ,  ?  below , i have summarized henwood ' s work on the india database to date .  ?  the "" inter _ regional links . ppt "" file shows the topology and links between  bubbles in the our model and "" expand _ india _ data _ 011000 . xls "" details the  existing station information that we have compiled to date . ? total resources  closely match reported resources as shown in "" l & r _ 0110 . xls "" . reported india  total in 1997 is 86 , 000 mw and that in the henwood database is 84 , 000 mw  through 1997 .  ?  region  emss database  reported [ 1 ]  difference  - inter _ regional links . ppt  - expand _ india _ data _ 011000 . xls  - l & r _ 0110 . xls",0
Subject: secretly record all internet activity on any computer . . . bfl  find out who they are chatting / e - mailing with all those hours !  is your spouse cheating online ?  are your kids talking to dangerous people on instant messenger ?  find out now ! - with big brother instant software download .  click on this link now to see actual screenshots and to order !  to be excluded from future contacts please visit :  http : / / 213 . 139 . 76 . 69 / php / remove . php  blee,1
"Subject: stentofon  goodmorning liz ,  we are in need of another stentofon for trisha tlapek .  she works very closely with the traders and it is important  for quick communication .  thanks  kevin moore",0
"Subject: are you listed in major search engines ?  submitting your website in search engines may increase  your online sales dramatically .  lf you invested time and money into your website , you  simply must submit your website  oniine otherwise it wiil be invisible virtualiy , which means efforts spent in vain .  if you want  people to know about your website and boost your revenues , the only way to do  that is to  make your site visibie in places  where peopie search for information , i . e .  submit your  website in multiple search enqines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  edweber _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : d dhar , amitava  cc : chaney , craig ; mumford , mike ; kirkpatrick , eric ; brent , richard ; parsons ,  ben ; albanis , george  subject : re : d & b contact names  iris / amitava ,  i may have already said this , but we ' ve had so many e - mails and telephone  calls flying back and forth that i wanted to make sure i at least got this  much out to you . clearly , i would like you to set up the meeting with the  riskcalc gurus to dig deeper into their methodology ( as much as they ' ll tell )  and the impact of missing variables and any other idiosyncracies the model  may have . also try to get a better feel for how well they think the model  extends to other countries . i know from a previous conversation with lea  carty and reading about the model that it was calibrated off north american  names but they suspect it might extend to other countries . conversely , i  know they are working efforts within moody ' s risk management services to  develop private ( and probably public ) firm models specific to regions . one  they mentioned was australia and also within western europe . data , as  always , was the issue . see if the quants have any perspective on their  success / plan in that area .  lastly , we truly appreciate the aggressive efforts you both have made toward  pushing off this private model initiative and i ' m very confident we ' ll be  able to nail a firm plan down upon receipt of either d & b and / or experian data .  cheers ,  scott  - - - - - - - - - - - - - - - - - - - - - - forwarded by scott salmon / eu / enron on 19 / 04 / 2001 20 : 51  - - - - - - - - - - - - - - - - - - - - - - - - - - -  mike mumford @ ect  19 / 04 / 2001 17 : 55  to : scott salmon / eu / enron @ enron  cc :  subject : re : d & b contact names  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike mumford / lon / ect on 19 / 04 / 2001 17 : 59  - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : iris mack / enron @ enronxgate on 19 / 04 / 2001 09 : 23 cdt  to : mike mumford / lon / ect @ ect  cc : amitava dhar / corp / enron @ enron  subject : re : d & b contact names  hi ,  two riskcalc sales people made a presentation this week about their product .  they stated that they could set up a meeting with their quants and our  people to discuss the model input and what happens if we have less than 17  inputs .  regards ,  iris  - - - - - original message - - - - -  from : mumford , mike  sent : thursday , april 19 , 2001 1 : 37 am  to : mack , iris  subject : re : d & b contact names  ooops . . . part ii .  i just threw out 12 as a number for something we might develop . . . it ' s really  not based on anything . we know 17 will work for pre - packaged programs . we  also know there will be a great number of names with less than the full 17 . . .  i assume we would pursue another model ( internal or external ) to provide  probably less accurate numbers but at least available for names with fewer  inputs .  mike  from : iris mack / enron @ enronxgate on 18 / 04 / 2001 15 : 02 cdt  to : mike mumford / lon / ect @ ect  cc : amitava dhar / corp / enron @ enron , scott salmon / eu / enron @ enron , eric  kirkpatrick / eu / enron @ enron  subject : re : d salmon , scott ; kirkpatrick , eric  subject : re : d & b contact names  iris ,  thanks .  after our meeting we stuck around to discuss things a little further .  specifically with respect to global counterparty names . . . we have duns  cross - references on about 70 of active names ( 13 k out of 18 . 5 k ) . we could  greatly accellerate purchase of some useful data by buying blind all major  data associated with these specific duns numbers .  pro - data gets in on names we know we want to review asap , but without  resolution on which specific fields are most useful . we also get to test for  completeness of data ( how many have all 17 fields . . . how many have only 12 of  which fields , etc . ) .  con - costs could be significantly higher . . . buying info we don ' t know we  need ( converse of buying only the 17 fields doesn ' t seem best answer ) . we  would end up buying additional info later . . . overhead costs and piecemeal  buying will increase costs . it development time would be greatly  increased . . . multiple file formats . . . developing to unknown maximum size ,  etc . . . . redoing when more data is purchased .  any thoughts .  mike",0
"Subject: london research  the enron europe research group has experienced rapid growth over the last  year as it has become clear that there are tremendous opportunities to  utilize their unique quantitative skills in supporting both new and ongoing  business efforts in the london offices . because of this , we are appointing a  group leader with the view to leveraging the group better across the many  business areas in enron europe which are benefiting from research support .  effective immediately , steven leppard will take responsibility for  spearheading research efforts in london and managing the london based  research team . steve joined enron in early 1999 and has distinguished  himself through his many contributions including analysis of the "" supergoal ""  scheduling system and development of a diagrammatic approach for real options  analysis . he holds a phd . in mathematical physics from kings college london  and an honours degree in mathematics from imperial college . steve is also a  black - belt level instructor in kungfu .  please join us in congratulating steve on his new responsibilities .",0
